Year,Month,GEO,Type of fuel,Price
2017,November, Nova Scotia,Regular unleaded gasoline at self service filling stations,115.9
2017,June, Ontario,Regular unleaded gasoline at self service filling stations,107.3
2017,March, Ontario,Regular unleaded gasoline at self service filling stations,107.6
2017,February, Ontario,Regular unleaded gasoline at self service filling stations,107.8
2017,July, Ontario,Regular unleaded gasoline at self service filling stations,109.5
2017,May, Ontario,Regular unleaded gasoline at self service filling stations,112
2017,August, Ontario,Regular unleaded gasoline at self service filling stations,112.5
2017,January, Ontario,Regular unleaded gasoline at self service filling stations,112.8
2017,October, Ontario,Regular unleaded gasoline at self service filling stations,114.9
2017,April, Ontario,Regular unleaded gasoline at self service filling stations,116
2017,September, Ontario,Regular unleaded gasoline at self service filling stations,118.2
2017,December, Ontario,Regular unleaded gasoline at self service filling stations,121
2017,November, Ontario,Regular unleaded gasoline at self service filling stations,122.2
2017,July, Prince Edward Island,Regular unleaded gasoline at self service filling stations,102.4
2017,March, Prince Edward Island,Regular unleaded gasoline at self service filling stations,104.6
2017,February, Prince Edward Island,Regular unleaded gasoline at self service filling stations,105.8
2017,June, Prince Edward Island,Regular unleaded gasoline at self service filling stations,105.8
2017,May, Prince Edward Island,Regular unleaded gasoline at self service filling stations,106.8
2017,August, Prince Edward Island,Regular unleaded gasoline at self service filling stations,106.9
2017,October, Prince Edward Island,Regular unleaded gasoline at self service filling stations,107.9
2017,April, Prince Edward Island,Regular unleaded gasoline at self service filling stations,110.3
2017,December, Prince Edward Island,Regular unleaded gasoline at self service filling stations,111.5
2017,January, Prince Edward Island,Regular unleaded gasoline at self service filling stations,112.9
2017,September, Prince Edward Island,Regular unleaded gasoline at self service filling stations,114.8
2017,November, Prince Edward Island,Regular unleaded gasoline at self service filling stations,115.6
2017,March, Quebec,Regular unleaded gasoline at self service filling stations,105
2017,February, Quebec,Regular unleaded gasoline at self service filling stations,106.4
2017,July, Quebec,Regular unleaded gasoline at self service filling stations,106.5
2017,June, Quebec,Regular unleaded gasoline at self service filling stations,107.4
2017,January, Quebec,Regular unleaded gasoline at self service filling stations,111
2017,October, Quebec,Regular unleaded gasoline at self service filling stations,111.3
2017,May, Quebec,Regular unleaded gasoline at self service filling stations,111.9
2017,August, Quebec,Regular unleaded gasoline at self service filling stations,113.3
2017,December, Quebec,Regular unleaded gasoline at self service filling stations,114
2017,April, Quebec,Regular unleaded gasoline at self service filling stations,115
2017,November, Quebec,Regular unleaded gasoline at self service filling stations,119.9
2017,September, Quebec,Regular unleaded gasoline at self service filling stations,121.5
2017,June, Saskatchewan,Regular unleaded gasoline at self service filling stations,92.2
2017,March, Saskatchewan,Regular unleaded gasoline at self service filling stations,92.4
2017,July, Saskatchewan,Regular unleaded gasoline at self service filling stations,93.1
2017,February, Saskatchewan,Regular unleaded gasoline at self service filling stations,93.4
2017,May, Saskatchewan,Regular unleaded gasoline at self service filling stations,95.8
2017,August, Saskatchewan,Regular unleaded gasoline at self service filling stations,95.9
2017,October, Saskatchewan,Regular unleaded gasoline at self service filling stations,99.2
2017,September, Saskatchewan,Regular unleaded gasoline at self service filling stations,99.5
2017,January, Saskatchewan,Regular unleaded gasoline at self service filling stations,101.2
2017,April, Saskatchewan,Regular unleaded gasoline at self service filling stations,102.7
2017,December, Saskatchewan,Regular unleaded gasoline at self service filling stations,104.2
2017,November, Saskatchewan,Regular unleaded gasoline at self service filling stations,110.4
2018,December,,Regular unleaded gasoline at self service filling stations,106.4
2018,November,,Regular unleaded gasoline at self service filling stations,113.8
2018,February,,Regular unleaded gasoline at self service filling stations,119.7
2018,January,,Regular unleaded gasoline at self service filling stations,120.6
2018,March,,Regular unleaded gasoline at self service filling stations,123.1
2018,October,,Regular unleaded gasoline at self service filling stations,125.9
2018,September,,Regular unleaded gasoline at self service filling stations,130.4
2018,April,,Regular unleaded gasoline at self service filling stations,131.6
2018,August,,Regular unleaded gasoline at self service filling stations,131.8
2018,June,,Regular unleaded gasoline at self service filling stations,132.9
2018,July,,Regular unleaded gasoline at self service filling stations,133.9
2018,May,,Regular unleaded gasoline at self service filling stations,135.9
2018,December, Alberta,Regular unleaded gasoline at self service filling stations,95
2018,February, Alberta,Regular unleaded gasoline at self service filling stations,104
2018,November, Alberta,Regular unleaded gasoline at self service filling stations,105.7
2018,January, Alberta,Regular unleaded gasoline at self service filling stations,107.5
2018,March, Alberta,Regular unleaded gasoline at self service filling stations,111.3
2018,October, Alberta,Regular unleaded gasoline at self service filling stations,119.8
2018,April, Alberta,Regular unleaded gasoline at self service filling stations,122.5
2018,June, Alberta,Regular unleaded gasoline at self service filling stations,124.4
2018,August, Alberta,Regular unleaded gasoline at self service filling stations,126.2
2018,September, Alberta,Regular unleaded gasoline at self service filling stations,126.6
2018,May, Alberta,Regular unleaded gasoline at self service filling stations,127.5
2018,July, Alberta,Regular unleaded gasoline at self service filling stations,131
2018,December, British Columbia,Regular unleaded gasoline at self service filling stations,138.5
2018,January, British Columbia,Regular unleaded gasoline at self service filling stations,141.7
2018,November, British Columbia,Regular unleaded gasoline at self service filling stations,141.9
2018,February, British Columbia,Regular unleaded gasoline at self service filling stations,144.5
2018,August, British Columbia,Regular unleaded gasoline at self service filling stations,150.3
2018,March, British Columbia,Regular unleaded gasoline at self service filling stations,151.4
2018,September, British Columbia,Regular unleaded gasoline at self service filling stations,151.9
2018,June, British Columbia,Regular unleaded gasoline at self service filling stations,154.3
2018,April, British Columbia,Regular unleaded gasoline at self service filling stations,155.1
2018,October, British Columbia,Regular unleaded gasoline at self service filling stations,155.2
2018,July, British Columbia,Regular unleaded gasoline at self service filling stations,155.7
2018,May, British Columbia,Regular unleaded gasoline at self service filling stations,159.9
2018,December, Manitoba,Regular unleaded gasoline at self service filling stations,95.5
2018,November, Manitoba,Regular unleaded gasoline at self service filling stations,102.4
2018,February, Manitoba,Regular unleaded gasoline at self service filling stations,104.2
2018,March, Manitoba,Regular unleaded gasoline at self service filling stations,106.9
2018,January, Manitoba,Regular unleaded gasoline at self service filling stations,107
2018,October, Manitoba,Regular unleaded gasoline at self service filling stations,111.3
2018,September, Manitoba,Regular unleaded gasoline at self service filling stations,116.6
2018,August, Manitoba,Regular unleaded gasoline at self service filling stations,118
2018,April, Manitoba,Regular unleaded gasoline at self service filling stations,121.1
2018,July, Manitoba,Regular unleaded gasoline at self service filling stations,123.4
2018,May, Manitoba,Regular unleaded gasoline at self service filling stations,125.1
2018,June, Manitoba,Regular unleaded gasoline at self service filling stations,125.3
2018,December, New Brunswick,Regular unleaded gasoline at self service filling stations,105.3
2018,November, New Brunswick,Regular unleaded gasoline at self service filling stations,113.4
2018,February, New Brunswick,Regular unleaded gasoline at self service filling stations,113.9
2018,March, New Brunswick,Regular unleaded gasoline at self service filling stations,113.9
2018,January, New Brunswick,Regular unleaded gasoline at self service filling stations,114.1
2018,April, New Brunswick,Regular unleaded gasoline at self service filling stations,122.9
2018,June, New Brunswick,Regular unleaded gasoline at self service filling stations,125.7
2018,October, New Brunswick,Regular unleaded gasoline at self service filling stations,126.2
2018,August, New Brunswick,Regular unleaded gasoline at self service filling stations,126.5
2018,July, New Brunswick,Regular unleaded gasoline at self service filling stations,126.9
2018,September, New Brunswick,Regular unleaded gasoline at self service filling stations,127
2018,May, New Brunswick,Regular unleaded gasoline at self service filling stations,128.9
2018,December, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,109.7
2018,November, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,118.6
2018,January, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,120.3
2018,February, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,121.8
2018,March, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,122.1
2018,April, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,131
2018,September, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,131.2
2018,October, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,131.2
2018,August, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,132.5
2018,June, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,134.3
2018,July, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,134.9
2018,May, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,137.1
2018,December, Nova Scotia,Regular unleaded gasoline at self service filling stations,99.9
2018,November, Nova Scotia,Regular unleaded gasoline at self service filling stations,108
2018,March, Nova Scotia,Regular unleaded gasoline at self service filling stations,114
2018,February, Nova Scotia,Regular unleaded gasoline at self service filling stations,114.1
2018,January, Nova Scotia,Regular unleaded gasoline at self service filling stations,115.2
2018,October, Nova Scotia,Regular unleaded gasoline at self service filling stations,122.6
2018,September, Nova Scotia,Regular unleaded gasoline at self service filling stations,123.5
2018,August, Nova Scotia,Regular unleaded gasoline at self service filling stations,124
2018,April, Nova Scotia,Regular unleaded gasoline at self service filling stations,124.2
2018,June, Nova Scotia,Regular unleaded gasoline at self service filling stations,125.5
2018,July, Nova Scotia,Regular unleaded gasoline at self service filling stations,126.2
2018,May, Nova Scotia,Regular unleaded gasoline at self service filling stations,130.4
2018,December, Ontario,Regular unleaded gasoline at self service filling stations,105.5
2018,November, Ontario,Regular unleaded gasoline at self service filling stations,111.7
2018,February, Ontario,Regular unleaded gasoline at self service filling stations,123.6
2018,October, Ontario,Regular unleaded gasoline at self service filling stations,124
2018,January, Ontario,Regular unleaded gasoline at self service filling stations,124.5
2018,March, Ontario,Regular unleaded gasoline at self service filling stations,126.1
2018,September, Ontario,Regular unleaded gasoline at self service filling stations,129.3
2018,August, Ontario,Regular unleaded gasoline at self service filling stations,133.6
2018,April, Ontario,Regular unleaded gasoline at self service filling stations,133.7
2018,June, Ontario,Regular unleaded gasoline at self service filling stations,134.6
2018,July, Ontario,Regular unleaded gasoline at self service filling stations,135.6
2018,May, Ontario,Regular unleaded gasoline at self service filling stations,137.3
2018,December, Prince Edward Island,Regular unleaded gasoline at self service filling stations,103.5
2018,November, Prince Edward Island,Regular unleaded gasoline at self service filling stations,111.6
2018,January, Prince Edward Island,Regular unleaded gasoline at self service filling stations,115.3
2018,February, Prince Edward Island,Regular unleaded gasoline at self service filling stations,115.5
2018,March, Prince Edward Island,Regular unleaded gasoline at self service filling stations,116.9
2018,April, Prince Edward Island,Regular unleaded gasoline at self service filling stations,123.5
2018,October, Prince Edward Island,Regular unleaded gasoline at self service filling stations,124.5
2018,September, Prince Edward Island,Regular unleaded gasoline at self service filling stations,126.5
2018,August, Prince Edward Island,Regular unleaded gasoline at self service filling stations,126.9
2018,July, Prince Edward Island,Regular unleaded gasoline at self service filling stations,128.9
2018,June, Prince Edward Island,Regular unleaded gasoline at self service filling stations,130
2018,May, Prince Edward Island,Regular unleaded gasoline at self service filling stations,131.3
2018,December, Quebec,Regular unleaded gasoline at self service filling stations,108.7
2018,November, Quebec,Regular unleaded gasoline at self service filling stations,115.1
2018,January, Quebec,Regular unleaded gasoline at self service filling stations,118.8
2018,February, Quebec,Regular unleaded gasoline at self service filling stations,119.3
2018,March, Quebec,Regular unleaded gasoline at self service filling stations,123.4
2018,October, Quebec,Regular unleaded gasoline at self service filling stations,127.5
2018,July, Quebec,Regular unleaded gasoline at self service filling stations,130.6
2018,August, Quebec,Regular unleaded gasoline at self service filling stations,131.1
2018,April, Quebec,Regular unleaded gasoline at self service filling stations,131.7
2018,June, Quebec,Regular unleaded gasoline at self service filling stations,131.7
2018,September, Quebec,Regular unleaded gasoline at self service filling stations,132
2018,May, Quebec,Regular unleaded gasoline at self service filling stations,136.6
2018,December, Saskatchewan,Regular unleaded gasoline at self service filling stations,97.2
2018,February, Saskatchewan,Regular unleaded gasoline at self service filling stations,103.5
2018,January, Saskatchewan,Regular unleaded gasoline at self service filling stations,105.9
2018,March, Saskatchewan,Regular unleaded gasoline at self service filling stations,108.1
2018,November, Saskatchewan,Regular unleaded gasoline at self service filling stations,109.4
2018,April, Saskatchewan,Regular unleaded gasoline at self service filling stations,116.9
2018,October, Saskatchewan,Regular unleaded gasoline at self service filling stations,120.1
2018,September, Saskatchewan,Regular unleaded gasoline at self service filling stations,120.6
2018,August, Saskatchewan,Regular unleaded gasoline at self service filling stations,121.4
2018,June, Saskatchewan,Regular unleaded gasoline at self service filling stations,122.3
2018,July, Saskatchewan,Regular unleaded gasoline at self service filling stations,123.4
2018,May, Saskatchewan,Regular unleaded gasoline at self service filling stations,123.7
2019,January,,Regular unleaded gasoline at self service filling stations,103.1
2019,February,,Regular unleaded gasoline at self service filling stations,105.1
2019,December,,Regular unleaded gasoline at self service filling stations,114.5
2019,November,,Regular unleaded gasoline at self service filling stations,115
2019,September,,Regular unleaded gasoline at self service filling stations,116.9
2019,October,,Regular unleaded gasoline at self service filling stations,117.2
2019,March,,Regular unleaded gasoline at self service filling stations,117.7
2019,August,,Regular unleaded gasoline at self service filling stations,117.9
2019,June,,Regular unleaded gasoline at self service filling stations,119.9
2019,July,,Regular unleaded gasoline at self service filling stations,124.4
2019,April,,Regular unleaded gasoline at self service filling stations,129.5
2019,May,,Regular unleaded gasoline at self service filling stations,130.7
2019,January, Alberta,Regular unleaded gasoline at self service filling stations,91.8
2019,November, Alberta,Regular unleaded gasoline at self service filling stations,95.1
2019,December, Alberta,Regular unleaded gasoline at self service filling stations,96.2
2019,October, Alberta,Regular unleaded gasoline at self service filling stations,98.2
2019,February, Alberta,Regular unleaded gasoline at self service filling stations,99.2
2019,September, Alberta,Regular unleaded gasoline at self service filling stations,99.3
2019,August, Alberta,Regular unleaded gasoline at self service filling stations,99.9
2019,June, Alberta,Regular unleaded gasoline at self service filling stations,100.4
2019,July, Alberta,Regular unleaded gasoline at self service filling stations,105.4
2019,March, Alberta,Regular unleaded gasoline at self service filling stations,110.2
2019,May, Alberta,Regular unleaded gasoline at self service filling stations,117.8
2019,April, Alberta,Regular unleaded gasoline at self service filling stations,118.9
2019,January, British Columbia,Regular unleaded gasoline at self service filling stations,132
2019,February, British Columbia,Regular unleaded gasoline at self service filling stations,134.4
2019,December, British Columbia,Regular unleaded gasoline at self service filling stations,136.5
2019,November, British Columbia,Regular unleaded gasoline at self service filling stations,140.5
2019,August, British Columbia,Regular unleaded gasoline at self service filling stations,148.2
2019,June, British Columbia,Regular unleaded gasoline at self service filling stations,148.4
2019,March, British Columbia,Regular unleaded gasoline at self service filling stations,149.6
2019,July, British Columbia,Regular unleaded gasoline at self service filling stations,151.5
2019,September, British Columbia,Regular unleaded gasoline at self service filling stations,153.6
2019,October, British Columbia,Regular unleaded gasoline at self service filling stations,158.2
2019,April, British Columbia,Regular unleaded gasoline at self service filling stations,167.3
2019,May, British Columbia,Regular unleaded gasoline at self service filling stations,169
2019,January, Manitoba,Regular unleaded gasoline at self service filling stations,89.9
2019,February, Manitoba,Regular unleaded gasoline at self service filling stations,97.5
2019,December, Manitoba,Regular unleaded gasoline at self service filling stations,103.3
2019,November, Manitoba,Regular unleaded gasoline at self service filling stations,107
2019,August, Manitoba,Regular unleaded gasoline at self service filling stations,107.7
2019,September, Manitoba,Regular unleaded gasoline at self service filling stations,108.2
2019,March, Manitoba,Regular unleaded gasoline at self service filling stations,108.4
2019,October, Manitoba,Regular unleaded gasoline at self service filling stations,110.9
2019,June, Manitoba,Regular unleaded gasoline at self service filling stations,113.1
2019,July, Manitoba,Regular unleaded gasoline at self service filling stations,114.7
2019,May, Manitoba,Regular unleaded gasoline at self service filling stations,122.6
2019,April, Manitoba,Regular unleaded gasoline at self service filling stations,125.1
2019,January, New Brunswick,Regular unleaded gasoline at self service filling stations,102.1
2019,February, New Brunswick,Regular unleaded gasoline at self service filling stations,104.1
2019,March, New Brunswick,Regular unleaded gasoline at self service filling stations,114.6
2019,September, New Brunswick,Regular unleaded gasoline at self service filling stations,117.8
2019,October, New Brunswick,Regular unleaded gasoline at self service filling stations,118.1
2019,December, New Brunswick,Regular unleaded gasoline at self service filling stations,118.4
2019,November, New Brunswick,Regular unleaded gasoline at self service filling stations,118.9
2019,June, New Brunswick,Regular unleaded gasoline at self service filling stations,119.2
2019,August, New Brunswick,Regular unleaded gasoline at self service filling stations,120
2019,July, New Brunswick,Regular unleaded gasoline at self service filling stations,124
2019,April, New Brunswick,Regular unleaded gasoline at self service filling stations,130
2019,May, New Brunswick,Regular unleaded gasoline at self service filling stations,130.3
2019,January, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,107.3
2019,February, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,113.1
2019,June, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,120.2
2019,October, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,121.2
2019,September, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,121.4
2019,December, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,121.9
2019,November, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,122
2019,March, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,122.8
2019,August, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,123.4
2019,July, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,128.3
2019,May, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,131.1
2019,April, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,131.6
2019,January, Nova Scotia,Regular unleaded gasoline at self service filling stations,99
2019,February, Nova Scotia,Regular unleaded gasoline at self service filling stations,103.2
2019,June, Nova Scotia,Regular unleaded gasoline at self service filling stations,110.9
2019,December, Nova Scotia,Regular unleaded gasoline at self service filling stations,112.3
2019,September, Nova Scotia,Regular unleaded gasoline at self service filling stations,112.5
2019,October, Nova Scotia,Regular unleaded gasoline at self service filling stations,112.9
2019,November, Nova Scotia,Regular unleaded gasoline at self service filling stations,113.7
2019,August, Nova Scotia,Regular unleaded gasoline at self service filling stations,114.2
2019,March, Nova Scotia,Regular unleaded gasoline at self service filling stations,116.6
2019,July, Nova Scotia,Regular unleaded gasoline at self service filling stations,119.9
2019,May, Nova Scotia,Regular unleaded gasoline at self service filling stations,125.8
2019,April, Nova Scotia,Regular unleaded gasoline at self service filling stations,127.6
2019,February, Ontario,Regular unleaded gasoline at self service filling stations,102.1
2019,January, Ontario,Regular unleaded gasoline at self service filling stations,102.4
2019,March, Ontario,Regular unleaded gasoline at self service filling stations,115.8
2019,December, Ontario,Regular unleaded gasoline at self service filling stations,116
2019,November, Ontario,Regular unleaded gasoline at self service filling stations,116.4
2019,September, Ontario,Regular unleaded gasoline at self service filling stations,116.7
2019,October, Ontario,Regular unleaded gasoline at self service filling stations,116.9
2019,August, Ontario,Regular unleaded gasoline at self service filling stations,118.5
2019,June, Ontario,Regular unleaded gasoline at self service filling stations,118.9
2019,July, Ontario,Regular unleaded gasoline at self service filling stations,125.3
2019,April, Ontario,Regular unleaded gasoline at self service filling stations,126.7
2019,May, Ontario,Regular unleaded gasoline at self service filling stations,127.7
2019,January, Prince Edward Island,Regular unleaded gasoline at self service filling stations,98
2019,February, Prince Edward Island,Regular unleaded gasoline at self service filling stations,99.8
2019,March, Prince Edward Island,Regular unleaded gasoline at self service filling stations,111.5
2019,December, Prince Edward Island,Regular unleaded gasoline at self service filling stations,113.7
2019,November, Prince Edward Island,Regular unleaded gasoline at self service filling stations,114.4
2019,October, Prince Edward Island,Regular unleaded gasoline at self service filling stations,114.5
2019,September, Prince Edward Island,Regular unleaded gasoline at self service filling stations,115.4
2019,June, Prince Edward Island,Regular unleaded gasoline at self service filling stations,116.2
2019,August, Prince Edward Island,Regular unleaded gasoline at self service filling stations,116.7
2019,July, Prince Edward Island,Regular unleaded gasoline at self service filling stations,123.1
2019,April, Prince Edward Island,Regular unleaded gasoline at self service filling stations,125.8
2019,May, Prince Edward Island,Regular unleaded gasoline at self service filling stations,128.7
2019,January, Quebec,Regular unleaded gasoline at self service filling stations,106.9
2019,February, Quebec,Regular unleaded gasoline at self service filling stations,107.2
2019,October, Quebec,Regular unleaded gasoline at self service filling stations,115.2
2019,December, Quebec,Regular unleaded gasoline at self service filling stations,116.4
2019,November, Quebec,Regular unleaded gasoline at self service filling stations,116.7
2019,September, Quebec,Regular unleaded gasoline at self service filling stations,117.2
2019,August, Quebec,Regular unleaded gasoline at self service filling stations,118.6
2019,March, Quebec,Regular unleaded gasoline at self service filling stations,121.9
2019,June, Quebec,Regular unleaded gasoline at self service filling stations,122.2
2019,July, Quebec,Regular unleaded gasoline at self service filling stations,127.3
2019,April, Quebec,Regular unleaded gasoline at self service filling stations,130.6
2019,May, Quebec,Regular unleaded gasoline at self service filling stations,132.6
2019,January, Saskatchewan,Regular unleaded gasoline at self service filling stations,91.8
2019,February, Saskatchewan,Regular unleaded gasoline at self service filling stations,101.8
2019,September, Saskatchewan,Regular unleaded gasoline at self service filling stations,108.2
2019,December, Saskatchewan,Regular unleaded gasoline at self service filling stations,108.5
2019,November, Saskatchewan,Regular unleaded gasoline at self service filling stations,108.7
2019,August, Saskatchewan,Regular unleaded gasoline at self service filling stations,109
2019,June, Saskatchewan,Regular unleaded gasoline at self service filling stations,110.7
2019,October, Saskatchewan,Regular unleaded gasoline at self service filling stations,110.8
2019,March, Saskatchewan,Regular unleaded gasoline at self service filling stations,111.2
2019,July, Saskatchewan,Regular unleaded gasoline at self service filling stations,115.1
2019,May, Saskatchewan,Regular unleaded gasoline at self service filling stations,123.7
2019,April, Saskatchewan,Regular unleaded gasoline at self service filling stations,127.3
2020,April,,Regular unleaded gasoline at self service filling stations,77.8
2020,March,,Regular unleaded gasoline at self service filling stations,91.3
2020,May,,Regular unleaded gasoline at self service filling stations,91.4
2020,June,,Regular unleaded gasoline at self service filling stations,101
2020,November,,Regular unleaded gasoline at self service filling stations,101.1
2020,October,,Regular unleaded gasoline at self service filling stations,102.6
2020,September,,Regular unleaded gasoline at self service filling stations,104.1
2020,December,,Regular unleaded gasoline at self service filling stations,104.4
2020,August,,Regular unleaded gasoline at self service filling stations,104.6
2020,July,,Regular unleaded gasoline at self service filling stations,105.5
2020,February,,Regular unleaded gasoline at self service filling stations,112.2
2020,January,,Regular unleaded gasoline at self service filling stations,114.6
2020,April, Alberta,Regular unleaded gasoline at self service filling stations,62.4
2020,March, Alberta,Regular unleaded gasoline at self service filling stations,77
2020,May, Alberta,Regular unleaded gasoline at self service filling stations,83.3
2020,November, Alberta,Regular unleaded gasoline at self service filling stations,90.2
2020,June, Alberta,Regular unleaded gasoline at self service filling stations,92
2020,October, Alberta,Regular unleaded gasoline at self service filling stations,92
2020,August, Alberta,Regular unleaded gasoline at self service filling stations,92.2
2020,December, Alberta,Regular unleaded gasoline at self service filling stations,94.7
2020,July, Alberta,Regular unleaded gasoline at self service filling stations,95
2020,February, Alberta,Regular unleaded gasoline at self service filling stations,96.4
2020,January, Alberta,Regular unleaded gasoline at self service filling stations,98.8
2020,September, Alberta,Regular unleaded gasoline at self service filling stations,98.8
2020,April, British Columbia,Regular unleaded gasoline at self service filling stations,96.7
2020,May, British Columbia,Regular unleaded gasoline at self service filling stations,113
2020,March, British Columbia,Regular unleaded gasoline at self service filling stations,121.4
2020,October, British Columbia,Regular unleaded gasoline at self service filling stations,122.3
2020,November, British Columbia,Regular unleaded gasoline at self service filling stations,123.6
2020,September, British Columbia,Regular unleaded gasoline at self service filling stations,125.9
2020,December, British Columbia,Regular unleaded gasoline at self service filling stations,126.1
2020,June, British Columbia,Regular unleaded gasoline at self service filling stations,127.2
2020,August, British Columbia,Regular unleaded gasoline at self service filling stations,130
2020,July, British Columbia,Regular unleaded gasoline at self service filling stations,131.4
2020,January, British Columbia,Regular unleaded gasoline at self service filling stations,139.9
2020,February, British Columbia,Regular unleaded gasoline at self service filling stations,145.9
2020,April, Manitoba,Regular unleaded gasoline at self service filling stations,67.7
2020,March, Manitoba,Regular unleaded gasoline at self service filling stations,84.5
2020,May, Manitoba,Regular unleaded gasoline at self service filling stations,85.2
2020,June, Manitoba,Regular unleaded gasoline at self service filling stations,95.5
2020,December, Manitoba,Regular unleaded gasoline at self service filling stations,95.7
2020,November, Manitoba,Regular unleaded gasoline at self service filling stations,95.9
2020,September, Manitoba,Regular unleaded gasoline at self service filling stations,96.7
2020,August, Manitoba,Regular unleaded gasoline at self service filling stations,97.8
2020,July, Manitoba,Regular unleaded gasoline at self service filling stations,99.9
2020,October, Manitoba,Regular unleaded gasoline at self service filling stations,101.1
2020,January, Manitoba,Regular unleaded gasoline at self service filling stations,101.6
2020,February, Manitoba,Regular unleaded gasoline at self service filling stations,102.5
2020,April, New Brunswick,Regular unleaded gasoline at self service filling stations,73.4
2020,May, New Brunswick,Regular unleaded gasoline at self service filling stations,82.8
2020,June, New Brunswick,Regular unleaded gasoline at self service filling stations,92.7
2020,November, New Brunswick,Regular unleaded gasoline at self service filling stations,94.3
2020,March, New Brunswick,Regular unleaded gasoline at self service filling stations,95.4
2020,October, New Brunswick,Regular unleaded gasoline at self service filling stations,96.8
2020,August, New Brunswick,Regular unleaded gasoline at self service filling stations,96.9
2020,September, New Brunswick,Regular unleaded gasoline at self service filling stations,97
2020,July, New Brunswick,Regular unleaded gasoline at self service filling stations,98.2
2020,December, New Brunswick,Regular unleaded gasoline at self service filling stations,98.8
2020,February, New Brunswick,Regular unleaded gasoline at self service filling stations,113.3
2020,January, New Brunswick,Regular unleaded gasoline at self service filling stations,117.8
2020,April, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,81.3
2020,May, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,91.5
2020,March, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,101.4
2020,June, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,102.9
2020,September, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,106.6
2020,August, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,106.7
2020,July, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,107.2
2020,October, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,110.3
2020,November, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,112
2020,December, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,117
2020,February, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,120.2
2020,January, Newfoundland and Labrador,Regular unleaded gasoline at self service filling stations,123.6
2020,April, Nova Scotia,Regular unleaded gasoline at self service filling stations,67.9
2020,May, Nova Scotia,Regular unleaded gasoline at self service filling stations,78.2
2020,March, Nova Scotia,Regular unleaded gasoline at self service filling stations,85.4
2020,June, Nova Scotia,Regular unleaded gasoline at self service filling stations,89.8
2020,November, Nova Scotia,Regular unleaded gasoline at self service filling stations,91
2020,October, Nova Scotia,Regular unleaded gasoline at self service filling stations,94.1
2020,September, Nova Scotia,Regular unleaded gasoline at self service filling stations,94.2
2020,August, Nova Scotia,Regular unleaded gasoline at self service filling stations,94.7
2020,July, Nova Scotia,Regular unleaded gasoline at self service filling stations,96.1
2020,December, Nova Scotia,Regular unleaded gasoline at self service filling stations,96.5
2020,February, Nova Scotia,Regular unleaded gasoline at self service filling stations,107.5
2020,January, Nova Scotia,Regular unleaded gasoline at self service filling stations,112.4
2020,April, Ontario,Regular unleaded gasoline at self service filling stations,79.1
2020,March, Ontario,Regular unleaded gasoline at self service filling stations,86.1
2020,May, Ontario,Regular unleaded gasoline at self service filling stations,91.2
2020,November, Ontario,Regular unleaded gasoline at self service filling stations,99.3
2020,June, Ontario,Regular unleaded gasoline at self service filling stations,99.9
2020,October, Ontario,Regular unleaded gasoline at self service filling stations,100.7
2020,September, Ontario,Regular unleaded gasoline at self service filling stations,101.8
2020,December, Ontario,Regular unleaded gasoline at self service filling stations,103.6
2020,August, Ontario,Regular unleaded gasoline at self service filling stations,103.9
2020,July, Ontario,Regular unleaded gasoline at self service filling stations,104.3
